LOCUS	ID_MSU7	ID_IRGSP	ID_NCBI	Aliases
Chr12_19805754	LOC_Os12g32790	Os12g0512400	LOC9266754	#N/A
Chr12_20066336	LOC_Os12g33160	Os12g0516300	LOC4352347	#N/A
Chr12_22480913	LOC_Os12g36690	Os12g0552900	LOC4352475	#N/A
Chr12_22491820	LOC_Os12g36720	Os12g0553200	LOC4352476	#N/A
Chr12_22501901	LOC_Os12g36730	Os12g0553600	LOC9269074	#N/A
Chr12_22869189	LOC_Os12g37270	Os12g0559300	LOC4352507	#N/A
Chr12_22886341	LOC_Os12g37280	Os12g0559400	LOC112936139	BPH26
Chr12_23171648	LOC_Os12g37740	Os12g0564800	LOC4352540	#N/A
Chr12_23184701	LOC_Os12g37760	Os12g0565100	LOC4352542	#N/A
Chr12_23192692	LOC_Os12g37770	Os12g0565200	LOC4352543	#N/A
Chr12_23344845	LOC_Os12g37980	Os12g0567500	LOC9271876	#N/A
Chr12_24455265	LOC_Os12g39620	Os12g0586000	LOC4352659	#N/A
Chr12_26415934	LOC_Os12g42520	Os12g0620000	LOC107276755	#N/A
Chr12_27109127	LOC_Os12g43640	Os12g0632800	LOC4352872	HAIKU2
Chr12_27122673	LOC_Os12g43660	Os12g0632900	LOC4352873	#N/A
Chr12_27344060	LOC_Os12g44090	Os12g0638100	LOC4352904	#N/A
